Store Name,Store Number,Phone Number,Address,Url,Longitude,Latitude,City,State
Centre Supercenter,5126,256-927-9900,"1950 W Main St, Centre, AL 35960",https://www.walmart.com/store/5126-centre-al,-85.71261,34.162885,centre,al
Chelsea Supercenter,4330,205-678-2222,"16077 Highway 280, Chelsea, AL 35043",https://www.walmart.com/store/4330-chelsea-al,-86.61923,33.347786,chelsea,al
Clanton Supercenter,424,205-755-7574,"1415 7th St S, Clanton, AL 35045",https://www.walmart.com/store/424-clanton-al,-86.60941,32.816741,clanton,al
Daphne Supercenter,934,251-626-0923,"27520 Us Highway 98, Daphne, AL 36526",https://www.walmart.com/store/934-daphne-al,-87.90458,30.625092,daphne,al
Demopolis Supercenter,731,334-289-2385,"969 Us Highway 80 W, Demopolis, AL 36732",https://www.walmart.com/store/731-demopolis-al,-87.84928,32.493017,demopolis,al
Enterprise Supercenter,734,334-347-5353,"600 Boll Weevil Cir, Enterprise, AL 36330",https://www.walmart.com/store/734-enterprise-al,-85.82652,31.315813,enterprise,al
Eufaula Supercenter,1638,334-687-2218,"3176 S Eufaula Ave, Eufaula, AL 36027",https://www.walmart.com/store/1638-eufaula-al,-85.17104,31.843586,eufaula,al
Fairhope Supercenter,4333,251-990-9006,"10040 County Road 48, Fairhope, AL 36532",https://www.walmart.com/store/4333-fairhope-al,-87.84881,30.522315,fairhope,al
Fayette Supercenter,1052,205-932-5277,"3186 Highway 171 N, Fayette, AL 35555",https://www.walmart.com/store/1052-fayette-al,-87.80864,33.731681,fayette,al
Foley Supercenter,904,251-943-3400,"2200 S Mckenzie St, Foley, AL 36535",https://www.walmart.com/store/904-foley-al,-87.68641,30.382509,foley,al
Fort Payne Supercenter,691,256-845-3163,"2001 Glenn Blvd Sw, Fort Payne, AL 35968",https://www.walmart.com/store/691-fort-payne-al,-85.76183,34.440139,fort,payne
Gadsden Supercenter,301,256-547-2637,"340 E Meighan Blvd, Gadsden, AL 35903",https://www.walmart.com/store/301-gadsden-al,-85.98729,34.012884,gadsden,al
Gardendale Supercenter,1201,205-631-8110,"890 Odum Rd, Gardendale, AL 35071",https://www.walmart.com/store/1201-gardendale-al,-86.82276,33.647044,gardendale,al
Geneva Store,1063,334-684-3681,"1608 W Magnolia Ave, Geneva, AL 36340",https://www.walmart.com/store/1063-geneva-al,-85.89938,31.051466,geneva,al
Greenville Supercenter,1462,334-382-2655,"501 Willow Ln, Greenville, AL 36037",https://www.walmart.com/store/1462-greenville-al,-86.64722,31.849507,greenville,al
Gulf Shores Supercenter,2748,251-968-5871,"170 E Fort Morgan Rd, Gulf Shores, AL 36542",https://www.walmart.com/store/2748-gulf-shores-al,-87.68624,30.267429,gulf,shores
Guntersville Supercenter,681,256-878-0685,"11697 Us Highway 431, Guntersville, AL 35976",https://www.walmart.com/store/681-guntersville-al,-86.27898,34.299417,guntersville,al
Haleyville Supercenter,409,205-486-9498,"42466 Highway 195, Haleyville, AL 35565",https://www.walmart.com/store/409-haleyville-al,-87.59879,34.240523,haleyville,al
Hamilton Supercenter,1100,205-921-3090,"1706 Military St S, Hamilton, AL 35570",https://www.walmart.com/store/1100-hamilton-al,-87.99208,34.119544,hamilton,al
Hartselle Supercenter,1124,256-773-1675,"1201 Highway 31 Nw, Hartselle, AL 35640",https://www.walmart.com/store/1124-hartselle-al,-86.94860,34.452544,hartselle,al
Hazel Green Supercenter,6878,256-828-0486,"14595 Highway 231 431 N, Hazel Green, AL 35750",https://www.walmart.com/store/6878-hazel-green-al,-86.57480,34.945866,hazel,green
Helena Neighborhood Market,4189,205-624-1640,"335 Helena Marketplace, Helena, AL 35080",https://www.walmart.com/store/4189-helena-al,-86.85086,33.279558,helena,al
Homewood Supercenter,1481,205-945-8692,"209 Lakeshore Pkwy, Homewood, AL 35209",https://www.walmart.com/store/1481-homewood-al,-86.82100,33.447061,homewood,al
Hueytown Supercenter,4497,205-744-9997,"1007 Red Farmer Dr, Hueytown, AL 35023",https://www.walmart.com/store/4497-hueytown-al,-86.96832,33.460574,hueytown,al
Owens Cross Roads Supercenter,5197,256-534-4140,"330 Sutton Rd Se, Owens Cross Roads, AL 35763",https://www.walmart.com/store/5197-hunstville-al,-86.48543,34.657641,hunstville,al
Jackson Supercenter,2760,251-247-7101,"4206 N College Ave, Jackson, AL 36545",https://www.walmart.com/store/2760-jackson-al,-87.87550,31.559638,jackson,al
Jacksonville Supercenter,300,256-435-8100,"1625 Pelham Rd S, Jacksonville, AL 36265",https://www.walmart.com/store/300-jacksonville-al,-85.76502,33.788222,jacksonville,al
Jasper Supercenter,287,205-384-1100,"1801 Highway 78 E, Jasper, AL 35501",https://www.walmart.com/store/287-jasper-al,-87.25443,33.842929,jasper,al
Leeds Supercenter,562,205-699-0701,"8551 Whitfield Ave, Leeds, AL 35094",https://www.walmart.com/store/562-leeds-al,-86.51865,33.562249,leeds,al
Millbrook Supercenter,4318,334-285-0311,"145 Kelley Blvd, Millbrook, AL 36054",https://www.walmart.com/store/4318-millbrook-al,-86.39848,32.493848,millbrook,al
Monroeville Supercenter,1493,251-575-3333,"3371 S Alabama Ave, Monroeville, AL 36460",https://www.walmart.com/store/1493-monroeville-al,-87.32828,31.480615,monroeville,al
Moulton Supercenter,394,256-974-1128,"15445 Highway 24, Moulton, AL 35650",https://www.walmart.com/store/394-moulton-al,-87.27694,34.495579,moulton,al
Muscle Shoals Supercenter,660,256-381-0987,"301 Avalon Ave, Muscle Shoals, AL 35661",https://www.walmart.com/store/660-muscle-shoals-al,-87.67372,34.747901,muscle,shoals
Oneonta Supercenter,315,205-625-6474,"2453 2nd Ave E, Oneonta, AL 35121",https://www.walmart.com/store/315-oneonta-al,-86.44659,33.971218,oneonta,al
Opelika Supercenter,355,334-745-9333,"2900 Pepperell Pkwy, Opelika, AL 36801",https://www.walmart.com/store/355-opelika-al,-85.42169,32.637656,opelika,al
Orange Beach Neighborhood Market,5653,251-974-1810,"25241 Perdido Beach Blvd Ste W, Orange Beach, AL 36561",https://www.walmart.com/store/5653-orange-beach-al,-87.59428,30.269256,orange,beach
Oxford Supercenter,809,256-835-4701,"92 Plaza Ln, Oxford, AL 36203",https://www.walmart.com/store/809-oxford-al,-85.83234,33.598998,oxford,al
Ozark Supercenter,740,334-774-0272,"1537 S Us Highway 231, Ozark, AL 36360",https://www.walmart.com/store/740-ozark-al,-85.65071,31.445222,ozark,al
Pelham Supercenter,5262,205-987-0108,"2181 Pelham Pkwy, Pelham, AL 35124",https://www.walmart.com/store/5262-pelham-al,-86.79118,33.340851,pelham,al
Pell City Supercenter,5113,205-338-5300,"165 Vaughan Ln, Pell City, AL 35125",https://www.walmart.com/store/5113-pell-city-al,-86.27723,33.609393,pell,city
Prattville Supercenter,483,334-361-2135,"1903 Cobbs Ford Rd, Prattville, AL 36066",https://www.walmart.com/store/483-prattville-al,-86.41631,32.463135,prattville,al
Roanoke Supercenter,863,334-863-2147,"4180 Us Hwy 431, Roanoke, AL 36274",https://www.walmart.com/store/863-roanoke-al,-85.36443,33.164667,roanoke,al
Robertsdale Supercenter,6173,251-947-4424,"21141 State Highway 59, Robertsdale, AL 36567",https://www.walmart.com/store/6173-robertsdale-al,-87.71108,30.532086,robertsdale,al
Russellville Supercenter,403,256-332-7382,"13675 Highway 43, Russellville, AL 35653",https://www.walmart.com/store/403-russellville-al,-87.72901,34.495376,russellville,al
Saraland Supercenter,1212,251-675-8000,"1095 Industrial Pkwy, Saraland, AL 36571",https://www.walmart.com/store/1212-saraland-al,-88.09705,30.799311,saraland,al
Scottsboro Supercenter,712,256-574-1126,"24833 John T Reid Pkwy, Scottsboro, AL 35768",https://www.walmart.com/store/712-scottsboro-al,-86.00579,34.668443,scottsboro,al
Selma Supercenter,700,334-874-7793,"1501 Al Highway 14 E, Selma, AL 36703",https://www.walmart.com/store/700-selma-al,-87.01294,32.434137,selma,al
Semmes Supercenter,5174,251-645-8224,"7855 Moffett Rd, Semmes, AL 36575",https://www.walmart.com/store/5174-semmes-al,-88.22952,30.761799,semmes,al
Springville Supercenter,3386,205-467-6656,"160 Springville Station Blvd, Springville, AL 35146",https://www.walmart.com/store/3386-springville-al,-86.43294,33.779732,springville,al
Sumiton Supercenter,2723,205-648-4100,"690 Highway 78, Sumiton, AL 35148",https://www.walmart.com/store/2723-sumiton-al,-87.04179,33.745493,sumiton,al
Sylacauga Supercenter,730,256-245-0356,"41301 Us Highway 280, Sylacauga, AL 35150",https://www.walmart.com/store/730-sylacauga-al,-86.28540,33.175908,sylacauga,al
Talladega Supercenter,432,256-761-1681,"214 Haynes St, Talladega, AL 35160",https://www.walmart.com/store/432-talladega-al,-86.08036,33.438617,talladega,al
Tallassee Supercenter,1057,334-283-6841,"2190 Gilmer Avenue, Tallassee, AL 36078",https://www.walmart.com/store/1057-tallassee-al,-85.93133,32.565919,tallassee,al
Theodore Neighborhood Market,5744,251-370-1723,"7320 Theodore Dawes Rd, Theodore, AL 36582",https://www.walmart.com/store/5744-theodore-al,-88.21398,30.563659,theodore,al
Thomasville Supercenter,1174,334-636-0219,"34301 Highway 43, Thomasville, AL 36784",https://www.walmart.com/store/1174-thomasville-al,-87.73949,31.939592,thomasville,al
Troy Supercenter,723,334-566-8012,"1420 Highway 231 S, Troy, AL 36081",https://www.walmart.com/store/723-troy-al,-85.93932,31.780755,troy,al
Birmingham Supercenter,2713,205-661-1957,"5919 Trussville Crossings Pkwy, Birmingham, AL 35235",https://www.walmart.com/store/2713-trussville-al,-86.62916,33.639101,trussville,al
Valley Supercenter,733,334-768-2118,"3501 20th Ave, Valley, AL 36854",https://www.walmart.com/store/733-valley-al,-85.17876,32.834994,valley,al
Vestavia Hills Neighborhood Market,4580,205-822-9994,"1300 Montgomery Hwy, Vestavia Hills, AL 35216",https://www.walmart.com/store/4580-vestavia-hills-al,-86.79182,"33.42864,",vestavia,hills
Wetumpka Supercenter,1101,334-567-3066,"4538 Us Highway 231, Wetumpka, AL 36092",https://www.walmart.com/store/1101-wetumpka-al,-86.21218,32.507362,wetumpka,al
Winfield Supercenter,362,205-487-4359,"2575 Us Highway 43, Winfield, AL 35594",https://www.walmart.com/store/362-winfield-al,-87.84052,33.935256,winfield,al
Alma Supercenter,358,479-632-4585,"367 W Cherry St, Alma, AR 72921",https://www.walmart.com/store/358-alma-ar,-94.22879,35.479122,alma,ar
Arkadelphia Supercenter,318,870-246-2459,"109 Wp Malone Dr, Arkadelphia, AR 71923",https://www.walmart.com/store/318-arkadelphia-ar,-93.09656,34.119874,arkadelphia,ar
Ash Flat Supercenter,160,870-994-7520,"219 Highway 412, Ash Flat, AR 72513",https://www.walmart.com/store/160-ash-flat-ar,-91.59629,36.241189,ash,flat
Ashdown Supercenter,133,870-898-5126,"297 Hwy 32 By-pass E, Ashdown, AR 71822",https://www.walmart.com/store/133-ashdown-ar,-94.10928,33.657021,ashdown,ar
Batesville Supercenter,119,870-793-9004,"3150 Harrison St, Batesville, AR 72501",https://www.walmart.com/store/119-batesville-ar,-91.61425,35.762726,batesville,ar
Beebe Supercenter,4168,501-882-1017,"2003 W Center St, Beebe, AR 72012",https://www.walmart.com/store/4168-beebe-ar,-91.90541,35.065651,beebe,ar
Benton Supercenter,85,501-860-6135,"17309 Interstate 30 S, Benton, AR 72015",https://www.walmart.com/store/85-benton-ar,-92.58018,34.577512,benton,ar
Berryville Supercenter,76,870-423-4636,"1000 W Trimble Ave, Berryville, AR 72616",https://www.walmart.com/store/76-berryville-ar,-93.58701,36.376273,berryville,ar
Blytheville Supercenter,62,870-763-0440,"3700 E Highway 18, Blytheville, AR 72315",https://www.walmart.com/store/62-blytheville-ar,-89.87227,35.931101,blytheville,ar
Booneville Supercenter,55,479-675-3688,"1400 East Main St, Booneville, AR 72927",https://www.walmart.com/store/55-booneville-ar,-93.90265,35.139838,booneville,ar
Bryant Supercenter,3230,501-847-2857,"400 Bryant Ave, Bryant, AR 72022",https://www.walmart.com/store/3230-bryant-ar,-92.49446,34.624163,bryant,ar
Camden Supercenter,171,870-836-8000,"950 California Ave Sw, Camden, AR 71701",https://www.walmart.com/store/171-camden-ar,-92.83682,33.567226,camden,ar
Centerton Neighborhood Market,6953,479-795-4100,"1800 E Centerton Blvd, Centerton, AR 72712",https://www.walmart.com/store/6953-centerton-ar,-94.25302,36.358878,centerton,ar
Clarksville Supercenter,66,479-754-2046,"230 Market St., Clarksville, AR 72830",https://www.walmart.com/store/66-clarksville-ar,-93.46047,35.448688,clarksville,ar
Clinton Supercenter,788,501-745-2498,"1966 Highway 65 S, Clinton, AR 72031",https://www.walmart.com/store/788-clinton-ar,-92.45444,35.566853,clinton,ar
Crossett Supercenter,167,870-364-2165,"910 Unity Rd, Crossett, AR 71635",https://www.walmart.com/store/167-crossett-ar,-91.94218,33.136263,crossett,ar
Dardanelle Supercenter,296,479-229-2502,"1172 N State Highway 7, Dardanelle, AR 72834",https://www.walmart.com/store/296-dardanelle-ar,-93.16657,35.217953,dardanelle,ar
De Queen Supercenter,279,870-642-2794,"926 E Collin Raye Dr, De Queen, AR 71832",https://www.walmart.com/store/279-de-queen-ar,-94.31908,34.043619,de,queen
El Dorado Supercenter,530,870-862-2128,"2730 N West Ave, El Dorado, AR 71730",https://www.walmart.com/store/530-el-dorado-ar,-92.66868,33.241937,el,dorado
Farmington Neighborhood Market,7242,479-267-0040,"367 W Main St, Farmington, AR 72730",https://www.walmart.com/store/7242-farmington-ar,-94.25623,36.036758,farmington,ar
Flippin Supercenter,1147,870-453-2211,"168 Walmart Dr, Flippin, AR 72634",https://www.walmart.com/store/1147-flippin-ar,-92.60450,36.275329,flippin,ar
Fordyce Store,339,870-352-5167,"1123 Highway 79 167 Byp, Fordyce, AR 71742",https://www.walmart.com/store/339-fordyce-ar,-92.43550,33.820451,fordyce,ar
Forrest City Supercenter,91,870-633-0021,"205 Deadrick Rd, Forrest City, AR 72335",https://www.walmart.com/store/91-forrest-city-ar,-90.79358,35.028039,forrest,city
Greenbrier Neighborhood Market,7317,501-287-6001,"75 South Broadview, Greenbrier, AR 72058",https://www.walmart.com/store/7317-greenbrier-ar,-92.38956,35.225788,greenbrier,ar
Greenwood Supercenter,3231,479-996-8500,"551 Liberty Dr, Greenwood, AR 72936",https://www.walmart.com/store/3231-greenwood-ar,-94.29665,35.220709,greenwood,ar
Harrison Supercenter,2,870-365-8400,"161 N Walmart Dr, Harrison, AR 72601",https://www.walmart.com/store/2-harrison-ar,-93.13913,36.268968,harrison,ar
Heber Spgs Supercenter,281,501-362-8188,"1500 Hwy 25b, Heber Spgs, AR 72543",https://www.walmart.com/store/281-heber-spgs-ar,-92.03214,35.507372,heber,spgs
Helena-west Helena Supercenter,714,870-572-2442,"602 Shelia Street, Helena-west Helena, AR 72390",https://www.walmart.com/store/714-helena-west-helena-ar,-90.65063,34.555517,helena,west
Hope Supercenter,1065,870-777-5500,"2400 N Hervey St, Hope, AR 71801",https://www.walmart.com/store/1065-hope-ar,-93.61465,33.680862,hope,ar
Hot Springs Village Supercenter,5433,501-318-0185,"3604 N Highway 7, Hot Springs Village, AR 71909",https://www.walmart.com/store/5433-hot-springs-village-ar,-93.05583,34.632394,hot,springs
Huntsville Supercenter,373,479-738-2001,"157 Gary Hatfield Way, Huntsville, AR 72740",https://www.walmart.com/store/373-huntsville-ar,-93.71594,36.112817,huntsville,ar
Jacksonville Supercenter,24,501-985-8731,"2000 John Harden Dr, Jacksonville, AR 72076",https://www.walmart.com/store/24-jacksonville-ar,-92.11267,34.885192,jacksonville,ar
Lonoke Supercenter,169,501-676-3191,"322 Brownsville Loop, Lonoke, AR 72086",https://www.walmart.com/store/169-lonoke-ar,-91.89410,34.805277,lonoke,ar
Magnolia Supercenter,83,870-234-7800,"60 Highway 79 N, Magnolia, AR 71753",https://www.walmart.com/store/83-magnolia-ar,-93.21211,33.276654,magnolia,ar
Malvern Supercenter,127,501-337-9485,"1910 Martin Luther King Blvd, Malvern, AR 72104",https://www.walmart.com/store/127-malvern-ar,-92.83273,34.390735,malvern,ar
,4654,,,https://www.walmart.com/store/4654-marion-ar,"{""props"":","{""props"":",marion,ar
Mcgehee Store,289,870-222-4184,"1001 Highway 65 S, Mcgehee, AR 71654",https://www.walmart.com/store/289-mcgehee-ar,-91.38128,33.604017,mcgehee,ar
Mena Supercenter,67,479-394-0025,"600 Highway 71 N, Mena, AR 71953",https://www.walmart.com/store/67-mena-ar,-94.22587,34.588589,mena,ar
Monticello Supercenter,348,870-367-0409,"427 Highway 425 N, Monticello, AR 71655",https://www.walmart.com/store/348-monticello-ar,-91.80480,33.635887,monticello,ar
Morrilton Supercenter,8,501-354-0290,"1621 North Business 9, Morrilton, AR 72110",https://www.walmart.com/store/8-morrilton-ar,-92.72673,35.168854,morrilton,ar
Mountain Home Supercenter,11,870-492-9299,"65 Walmart Dr, Mountain Home, AR 72653",https://www.walmart.com/store/11-mountain-home-ar,-92.34088,36.355015,mountain,home
Mountain View Supercenter,1114,870-269-4395,"409 Sylamore Ave, Mountain View, AR 72560",https://www.walmart.com/store/1114-mountain-view-ar,-92.10192,35.867097,mountain,view
Nashville Supercenter,33,870-845-1881,"1710 S 4th St, Nashville, AR 71852",https://www.walmart.com/store/33-nashville-ar,-93.85736,33.925391,nashville,ar
Newport Supercenter,18,870-523-2500,"1211 Highway 367 N, Newport, AR 72112",https://www.walmart.com/store/18-newport-ar,-91.25491,35.617886,newport,ar
Osceola Supercenter,74,870-563-3251,"2720 W Keiser Ave, Osceola, AR 72370",https://www.walmart.com/store/74-osceola-ar,-90.01253,35.700143,osceola,ar
Ozark Store,209,479-667-2143,"1516 N 18th St, Ozark, AR 72949",https://www.walmart.com/store/209-ozark-ar,-93.84380,35.503709,ozark,ar
Paris Store,230,479-963-2152,"1501 E Walnut St, Paris, AR 72855",https://www.walmart.com/store/230-paris-ar,-93.71622,35.293364,paris,ar
Pea Ridge Neighborhood Market,6971,479-451-9002,"240 Slack Street, Pea Ridge, AR 72751",https://www.walmart.com/store/6971-pea-ridge-ar,-94.11914,36.443317,pea,ridge
Pine Bluff Supercenter,3331,870-534-7054,"5501 S Olive St, Pine Bluff, AR 71603",https://www.walmart.com/store/3331-pine-bluff-ar,-92.00312,34.173882,pine,bluff
Pocahontas Supercenter,71,870-892-7703,"1415 Highway 67 S, Pocahontas, AR 72455",https://www.walmart.com/store/71-pocahontas-ar,-90.96342,36.248781,pocahontas,ar
Sheridan Supercenter,336,870-942-7171,"1308 S Rock St, Sheridan, AR 72150",https://www.walmart.com/store/336-sheridan-ar,-92.39712,34.291396,sheridan,ar
Stuttgart Supercenter,102,870-673-3349,"406 E 22nd St, Stuttgart, AR 72160",https://www.walmart.com/store/102-stuttgart-ar,-91.54905,34.477058,stuttgart,ar
Texarkana Supercenter,468,870-772-1501,"133 Arkansas Blvd, Texarkana, AR 71854",https://www.walmart.com/store/468-texarkana-ar,-94.03979,33.462185,texarkana,ar
Trumann Supercenter,229,870-483-1971,"512 Industrial Park Dr, Trumann, AR 72472",https://www.walmart.com/store/229-trumann-ar,-90.54990,35.681455,trumann,ar
Van Buren Supercenter,16,479-474-2314,"2214 Fayetteville Rd, Van Buren, AR 72956",https://www.walmart.com/store/16-van-buren-ar,-94.35334,35.469087,van,buren
Walnut Ridge Store,57,870-886-6605,"1600 W Main St, Walnut Ridge, AR 72476",https://www.walmart.com/store/57-walnut-ridge-ar,-90.97425,36.076652,walnut,ridge
West Memphis Supercenter,70,870-732-0175,"798 W Service Rd, West Memphis, AR 72301",https://www.walmart.com/store/70-west-memphis-ar,-90.19994,35.165474,west,memphis
Wynne Supercenter,68,870-238-8129,"800 Highway 64 E, Wynne, AR 72396",https://www.walmart.com/store/68-wynne-ar,-90.77741,35.253327,wynne,ar
Anthem Supercenter,5329,623-551-6314,"4435 W Anthem Way, Anthem, AZ 85086",https://www.walmart.com/store/5329-anthem-az,-112.1549,33.869578,anthem,az
Apache Junction Supercenter,1381,480-380-3800,"2555 W Apache Trl, Apache Junction, AZ 85120",https://www.walmart.com/store/1381-apache-junction-az,-111.5753,33.413821,apache,junction
Avondale Supercenter,2554,623-935-4010,"13055 W Rancho Santa Fe Blvd, Avondale, AZ 85392",https://www.walmart.com/store/2554-avondale-az,-112.3381,33.459128,avondale,az
Benson Supercenter,3807,520-586-0742,"201 S Prickly Pear Ave, Benson, AZ 85602",https://www.walmart.com/store/3807-benson-az,-110.3142,31.968821,benson,az
Buckeye Supercenter,3407,623-474-6728,"1060 S Watson Rd, Buckeye, AZ 85326",https://www.walmart.com/store/3407-buckeye-az,-112.5603,33.436922,buckeye,az
Bullhead City Supercenter,1370,928-758-7222,"2840 Highway 95, Bullhead City, AZ 86442",https://www.walmart.com/store/1370-bullhead-city-az,-114.5941,35.082515,bullhead,city
Casa Grande Supercenter,1218,520-421-1200,"1741 E Florence Blvd, Casa Grande, AZ 85122",https://www.walmart.com/store/1218-casa-grande-az,-111.7121,32.877249,casa,grande
Cave Creek Supercenter,5835,480-296-7398,"34399 N Cave Creek Rd, Cave Creek, AZ 85331",https://www.walmart.com/store/5835-cave-creek-az,-111.9622,33.796641,cave,creek
Claypool Supercenter,1334,928-425-7171,"100 South Ragus Rd, Claypool, AZ 85532",https://www.walmart.com/store/1334-claypool-az,-110.8357,33.412654,claypool,az
Coolidge Supercenter,2778,520-723-0945,"1695 N Arizona Blvd, Coolidge, AZ 85128",https://www.walmart.com/store/2778-coolidge-az,-111.5202,33.000049,coolidge,az
Cottonwood Supercenter,1299,928-634-0444,"2003 E Rodeo Dr, Cottonwood, AZ 86326",https://www.walmart.com/store/1299-cottonwood-az,-112.0013,34.712923,cottonwood,az
Douglas Supercenter,1846,520-364-1281,"199 W 5th St, Douglas, AZ 85607",https://www.walmart.com/store/1846-douglas-az,-109.5655,31.338217,douglas,az
El Mirage Supercenter,4336,623-583-1321,"12900 W Thunderbird Rd, El Mirage, AZ 85335",https://www.walmart.com/store/4336-el-mirage-az,-112.3364,33.610608,el,mirage
Fort Mohave Supercenter,4203,928-768-5988,"5210 S Highway 95, Fort Mohave, AZ 86426",https://www.walmart.com/store/4203-fort-mohave-az,-114.5946,35.005729,fort,mohave
Kingman Supercenter,2051,928-692-0555,"3396 Stockton Hill Rd, Kingman, AZ 86409",https://www.walmart.com/store/2051-kingman-az,-114.0327,35.222576,kingman,az
Lake Havasu City Supercenter,1364,928-764-3700,"5695 Highway 95 N, Lake Havasu City, AZ 86404",https://www.walmart.com/store/1364-lake-havasu-city-az,-114.3681,34.571629,lake,havasu
Tucson Supercenter,5031,520-744-3652,"8280 N Cortaro Rd, Tucson, AZ 85743",https://www.walmart.com/store/5031-marana-az,-111.0894,32.356262,marana,az
Maricopa Supercenter,4430,520-568-0846,"41650 W Maricopa Casa Grande Hwy, Maricopa, AZ 85138",https://www.walmart.com/store/4430-maricopa-az,-112.0141,33.039112,maricopa,az
Nogales Supercenter,1324,520-281-4974,"100 W White Park Dr, Nogales, AZ 85621",https://www.walmart.com/store/1324-nogales-az,-110.9323,31.360213,nogales,az
Page Supercenter,1442,928-645-2622,"1017 West Haul Road, Page, AZ 86040",https://www.walmart.com/store/1442-page-az,-111.4872,36.904863,page,az
Parker Supercenter,4543,928-669-2161,"100 W Riverside Dr, Parker, AZ 85344",https://www.walmart.com/store/4543-parker-az,-114.2777,34.157361,parker,az
Payson Supercenter,1369,928-474-0029,"300 N Beeline Hwy, Payson, AZ 85541",https://www.walmart.com/store/1369-payson-az,-111.3253,34.244396,payson,az
Prescott Valley Supercenter,3730,928-499-3136,"3450 N Glassford Hill Rd, Prescott Valley, AZ 86314",https://www.walmart.com/store/3730-prescott-valley-az,-112.3414,34.592452,prescott,valley
Queen Creek Supercenter,4451,480-457-1158,"21055 E Rittenhouse Rd, Queen Creek, AZ 85142",https://www.walmart.com/store/4451-queen-creek-az,-111.6295,33.251461,queen,creek
Safford Supercenter,1149,928-428-7990,"755 S 20th Ave, Safford, AZ 85546",https://www.walmart.com/store/1149-safford-az,-109.7302,32.832707,safford,az
Green Valley Supercenter,1411,520-625-3808,"18680 S Nogales Hwy, Green Valley, AZ 85614",https://www.walmart.com/store/1411-sahuarita-az,-110.9812,31.911235,sahuarita,az
San Luis Supercenter,4337,928-722-7278,"1613 N Main St, San Luis, AZ 85349",https://www.walmart.com/store/4337-san-luis-az,-114.7834,32.507315,san,luis
